brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
140,Sierra Nevada Brewing Co.,1237514114,4.5,4.0,4.0,ThatWineGuy,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1237432707,4.5,4.0,4.0,Vengeance526,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1237256486,4.5,4.0,4.0,jwinship83,American Pale Ale (APA),3.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1237083407,4.5,4.0,4.5,sbe1,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1237024933,5.0,4.0,4.5,Bananaman,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236916184,4.5,4.0,4.5,joshuadlight,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236883233,5.0,4.0,4.0,grayburn,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236871155,4.0,3.5,4.5,kbeals,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236813361,4.0,4.0,4.0,southernbelle09,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236473258,4.5,4.0,4.0,cagocubs,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236273587,4.5,4.0,3.5,Brenden,American Pale Ale (APA),4.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236199085,5.0,4.0,4.0,krunchie,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236140065,5.0,3.5,4.0,woodske1,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236139850,4.5,4.0,4.0,babaracas,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1236039764,5.0,4.5,4.5,aval89,American Pale Ale (APA),4.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235913688,4.5,4.0,4.0,Brenden,American Pale Ale (APA),4.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234645698,4.5,4.0,5.0,LyonsHead,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235864143,5.0,4.5,3.5,mempath,American Pale Ale (APA),4.5,5.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235846086,4.0,3.5,4.5,gotweid,American Pale Ale (APA),4.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235830587,4.5,3.0,4.0,SwiftyMcBeer,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235703684,4.5,4.0,4.0,webbcreative,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235676445,4.5,4.0,4.0,PhillyStyle,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235676091,4.5,3.5,5.0,ktrout,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235622322,4.5,4.0,4.0,feelmefoam,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235613219,4.5,4.0,4.0,kjh5040,American Pale Ale (APA),3.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235444331,4.5,4.0,4.5,cvfish,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235283204,4.0,4.0,4.0,Dutch0ven,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235257876,5.0,5.0,5.0,jazztoloc,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235194571,5.0,3.0,4.5,Adam2200,American Pale Ale (APA),5.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1235067277,5.0,4.5,4.0,chief3fingers,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234979562,4.0,3.5,4.0,ncstateplaya,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234915511,4.0,4.0,4.0,ChokeHold,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234838239,1.5,2.5,4.0,Krieg,American Pale Ale (APA),2.0,1.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234747998,4.5,3.5,4.0,aletales,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234674260,5.0,4.5,4.5,beerogre,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234466220,4.5,3.0,4.0,JohnWaynes44,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234399145,4.0,4.0,3.5,BeerMe20,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234390799,4.0,3.5,3.5,Docer,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234301840,5.0,4.0,5.0,Napone,American Pale Ale (APA),4.5,5.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234147566,5.0,4.0,4.5,dstrand,American Pale Ale (APA),4.5,5.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234040122,4.5,4.5,4.5,Frosthazard,American Pale Ale (APA),4.5,5.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1234022920,4.5,4.5,4.0,ChrisQ,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233975170,5.0,4.0,4.5,jczn,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233947304,4.5,4.0,4.0,youngleo,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233903026,5.0,4.0,4.5,CrazyMacHarris99,American Pale Ale (APA),4.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233782706,4.5,3.5,3.5,KTCamm,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233771653,4.0,4.5,4.0,Duhast500,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233717985,4.5,4.0,4.0,GilGarp,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233709068,4.0,4.0,4.5,adamks,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233642807,4.5,4.0,4.5,Mikeyr89,American Pale Ale (APA),5.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233604809,5.0,3.5,4.0,thegodfather2701,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233547271,4.5,3.5,4.0,Augustiner719,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233439644,4.0,4.0,4.5,Stunner97,American Pale Ale (APA),3.5,5.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233432240,4.5,3.5,4.5,tittymcj,American Pale Ale (APA),5.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233367721,1.0,3.0,4.0,Wogs,American Pale Ale (APA),3.5,1.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233345204,4.5,3.5,3.5,bgjohnston,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233187811,4.5,3.5,4.0,Colt4540,American Pale Ale (APA),4.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1233110085,4.5,3.5,4.0,CityBoy1986,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1232914491,5.0,4.5,4.5,BeanBone,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1232849117,4.0,4.5,4.0,bluesoul,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1232607539,4.5,3.0,3.0,pseudo,American Pale Ale (APA),3.0,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1232331032,4.0,4.0,4.0,DMZ,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1232322348,5.0,4.0,4.0,noknife83,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1232253569,4.5,4.5,4.0,penguinjive7,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1232147884,4.5,4.0,4.0,HopEnthusiast,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1232007973,5.0,4.0,4.0,jdklks,American Pale Ale (APA),4.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231993722,4.0,4.5,4.0,medic25,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231854506,3.0,3.5,3.0,brunop,American Pale Ale (APA),3.0,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231803638,3.5,4.0,3.5,mmr012100,American Pale Ale (APA),3.0,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231735000,4.5,3.0,3.0,dakid618,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231710958,3.0,2.5,3.5,beertunes,American Pale Ale (APA),3.0,3.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231703055,4.0,4.0,4.0,jpaltan,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231649373,5.0,4.0,4.5,PhiloPsych,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231626047,1.0,4.0,4.0,bvburnes,American Pale Ale (APA),4.0,1.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231608331,5.0,4.0,4.0,mirish72,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231549817,3.5,4.5,4.0,boweave,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231467381,4.0,4.0,4.0,Cylinsier,American Pale Ale (APA),3.5,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1315258599,4.0,4.0,4.5,doughanson78,American Pale Ale (APA),4.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1160168397,5.0,5.0,5.0,tbone53,American Pale Ale (APA),5.0,5.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1315244844,3.0,2.5,3.0,musicman575,American Pale Ale (APA),3.5,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1315151772,4.0,4.5,4.0,mrkipling,American Pale Ale (APA),3.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1315115520,4.0,4.0,4.0,JohnnyP3,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1315101795,4.0,3.5,4.0,joemcgrath27,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1315077838,4.5,4.5,4.0,mpyle,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1314976535,5.0,3.5,4.5,EssexAleMan,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1314841450,4.5,4.0,4.0,setexascustoms,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1314822707,4.0,4.0,4.0,fx20736,American Pale Ale (APA),3.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1314556374,4.0,4.0,4.0,ZenAgnostic,American Pale Ale (APA),4.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231013924,5.0,4.5,4.0,darklordlager,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231402765,4.5,3.0,3.5,mjw06,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231401714,3.5,3.0,4.0,CrazyDavros,American Pale Ale (APA),3.0,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231381300,4.5,4.0,3.5,magikbaker,American Pale Ale (APA),3.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231362430,5.0,4.0,4.5,oraclebrewer,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231347485,3.5,4.0,3.5,AdmiralDiaz,American Pale Ale (APA),3.5,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231221750,5.0,4.0,4.5,BrewBoone,American Pale Ale (APA),5.0,5.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231217948,3.0,3.5,4.0,BuffaloTapHugger,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231204059,5.0,4.5,4.0,jcompton,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1231101967,4.0,4.0,3.5,bmwats,American Pale Ale (APA),3.5,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230792768,5.0,4.0,3.5,thekanna,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230783570,4.5,3.5,4.0,BierFan,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230589806,5.0,4.5,4.5,JEdmund,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230575440,3.0,3.0,3.5,craytonic,American Pale Ale (APA),3.5,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230431902,4.5,4.0,4.0,stockingcpl,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230405927,4.5,3.5,4.5,hoplover82,American Pale Ale (APA),4.0,3.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230344692,4.0,4.0,4.0,biggred1,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230333686,4.5,4.0,4.5,Reagan1984,American Pale Ale (APA),4.0,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230312692,4.0,4.0,4.0,cpn920,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230176123,4.0,4.5,4.0,khumbard,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230082551,3.5,4.5,4.0,12NattiBottles,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230074727,4.0,3.5,4.0,donkeyrunner,American Pale Ale (APA),3.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1230073428,4.0,4.0,4.0,redjameskidd,American Pale Ale (APA),3.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229991642,5.0,4.0,4.0,beerthulhu,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229907535,4.5,4.0,3.0,Reaper16,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229882113,4.5,4.0,4.0,lionking,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229645034,4.5,4.0,3.5,SerieDNo3,American Pale Ale (APA),3.5,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229556889,4.0,4.5,3.5,meatmallet,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229542403,4.5,4.0,4.5,y2jrock60,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229490860,5.0,4.5,5.0,Brewtalitea,American Pale Ale (APA),4.0,5.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229481603,4.5,3.5,3.5,usmittymc,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229449530,3.5,3.5,3.0,magictrokini,American Pale Ale (APA),3.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229380390,4.0,4.0,4.0,KickInTheChalice,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229326431,4.0,4.0,4.0,callmescraps,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229289538,4.0,4.0,4.0,JayNH,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
140,Sierra Nevada Brewing Co.,1229283695,4.5,4.0,4.5,bag057,American Pale Ale (APA),4.5,4.5,Sierra Nevada Pale Ale,5.6,276
